HO DATE,STATION, SERIES,VOUCHER NO,DCR DATE,ACC NAME,SUB HEAD,NARRATION,AMOUNT
25/01/2021,KRTR,DJJAN21,22702,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KRTR DT:25-01-21.
",-410.00
25/01/2021,HKVD,DPJAN21,9633,20/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKVD DT:20/01/21
",-1181.00
25/01/2021,HYTR,DJJAN21,22666,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF DAY SANGHI HAMALIES AUTO TRAVELING CHARGES (UP & DOWN) ON DT:24/01/2021 AT HYTR DT:25-01-21
",-1200.00
25/01/2021,TPTR,DJJAN21,24182,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF TPTR GO DOWN STOCK VERIFICATION HAMALIES CHARGES PURPOSE. AT TPTR DT:25-01-21
 ",-150.00
25/01/2021,DVG,DPJAN21,4248,08/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT DVG DT:08/01/21,-400.00
25/01/2021,DKD,DPJAN21,8276,18/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT DKD DT:18/01/21,-216.00
25/01/2021,BRPM,DPJAN21,7535,16/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BRPM DT:16/01/21,-425.00
25/01/2021,SSL,CRJAN21,1310,18/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:SSL DT:18-01-21
",87.00
25/01/2021,HIUL,DPJAN21,9073,19/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  HIUL DT:19/01/21
",-1031.00
25/01/2021,SRSI,DPJAN21,5367,11/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT SRSI DT:11/01/21,-125.00
25/01/2021,PEB,CRJAN21,1467,19/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:19-01-21
",1322.00
25/01/2021,GID,CRJAN21,1650,21/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:GID DT:21-01-21
",230.00
25/01/2021,KTT,CRJAN21,1306,16/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:KTT DT:16-01-21
",87.00
25/01/2021,HYTR,DJJAN21,22662,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF SANGHI HAMALIES OT AMOUNT PURPOSE ON DT:23/01/2021 AT HYTR DT:25-01-21.
",-3400.00
25/01/2021,DKD,CRJAN21,1315,18/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:DKD DT:18-01-21
",141.00
25/01/2021,SRGP,DPJAN21,8370,18/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT SRGP DT:18/01/21,-751.00
25/01/2021,HYA,DPJAN21,8485,18/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HYA DT:18/01/21,-1465.00
25/01/2021,SSL,DPJAN21,8170,18/01/2021,Freight Collection O.S Others,,"
PAYMENT OF CC AMOUNT AT SSL DT:18/01/21
",-778.00
25/01/2021,HYA,DPJAN21,9230,19/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HYA DT:19/01/21
",-50.00
25/01/2021,MLVM,DPJAN21,9921,21/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MLVM DT:21/01/21,-162.00
25/01/2021,PGT,DPJAN21,8984,19/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PGT DT:19/01/21,-919.00
25/01/2021,PEB,DPJAN21,9041,19/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PEB DT:19/01/21
",-24.00
25/01/2021,SRGP,DPJAN21,9064,19/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT SRGP DT:19/01/21,-1584.00
25/01/2021,HO,CPJAN21,7174,25/01/2021,Freight Collection O.S Others,,Payment Of Auto Expenses For Ho Plumbing Materials Purchase Purpose ,-200.00
25/01/2021,MLVM,CRJAN21,1661,21/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MLVM DT:21-01-21
",27.00
25/01/2021,PEB,DPJAN21,7841,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PEB DT:16/01/21
",-1481.00
25/01/2021,GPPM,DPJAN21,8179,18/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GPPM DT:18/01/21
",-112.00
25/01/2021,BJPR,DPJAN21,4312,08/01/2021,Freight Collection O.S Others,,PAYMENT OF  MISCELLANEOUS CHARGES OF WB NO:G078878-3 DT:08-01-21 AT BJPR Dt:08/01/21,-150.00
25/01/2021,BRPM,CRJAN21,1197,16/01/2021,Freight Collection O.S Others,,Recovery Of Cc Amount At:brpm Dt:16-01-21 ,300.00
25/01/2021,BRPM,CRJAN21,1301,18/01/2021,Freight Collection O.S Others,,Recovery Of Cc Amount At:brpm Dt:18-01-21 ,40.00
25/01/2021,BDGI,DPJAN21,4703,09/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BDGI DT:09/01/21,-705.00
25/01/2021,VSD,DPJAN21,8560,18/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VSD DT:18/01/21
",-56.00
25/01/2021,VSN,DPJAN21,8434,18/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VSN DT:18/01/21
",-98.00
25/01/2021,PEB,CRJAN21,1148,15/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:15-01-21
",90.00
25/01/2021,HFNG,DPJAN21,15456,19/01/2021,Freight Collection O.S Others,,Payment Of Cc Amount At Hfng Dt:19/01/21 ,-21.00
25/01/2021,HIDG,DPJAN21,9570,20/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HIDG DT:20/01/21
",-913.00
25/01/2021,GID,DPJAN21,10129,21/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GID DT:21/01/21,-195.00
25/01/2021,HIUL,DPJAN21,9075,19/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HIUL  DT:19/01/21
",-50.00
25/01/2021,HASK,DPJAN21,9185,19/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HASK DT:19/01/21,-59.00
25/01/2021,PKMD,CRJAN21,1054,13/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PKMD DT:13-01-21 

",60.00
25/01/2021,VJM,DPJAN21,8645,18/01/2021,Freight Collection O.S Others,,PAYMENT OF CLOTH BALL CC CHARGES AT VJM DT:18/01/21,-27.00
25/01/2021,PKMD,CRJAN21,858,11/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PKMD DT:11-01-21
",65.00
25/01/2021,VSD,DPJAN21,6515,13/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VSD DT:13/01/21
",-14.00
25/01/2021,BGUB,DPJAN21,4750,09/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BGUB DT:09/01/21,-211.00
25/01/2021,PEB,CRJAN21,1254,17/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:17-01-21
",52.00
25/01/2021,HYTR,DJJAN21,22667,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF DAY SANGHI HAMALI OT AMOUNT PURPOSE DT:24/01/2021 AT HYTR DT:25-01-21.
 ",-1600.00
25/01/2021,HYTR,DJJAN21,22668,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF DAY SANGHI HAMALIES AUTO TRAVELING CHARGES (UP & DOWN) ON DT:24/01/2021 AT HYTR DT:25-01-21.
",-1200.00
25/01/2021,HYTR,DJJAN21,22669,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF HYTR & HYN GODOWN CLEANING PURPOSE ON DT:24/01/2021 AT HYTR DT:25-01-21.
",-550.00
25/01/2021,STBN,DPJAN21,8914,19/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT STBN DT:19/01/21,-128.00
25/01/2021,HVPS,CRJAN21,1457,19/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HVPS DT:19-01-21
",350.00
25/01/2021,SSL,CRJAN21,1462,19/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:SSL DT:19-01-21

",185.00
25/01/2021,HKBG,DPJAN21,9540,20/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKBG DT:20/01/21
 ",-394.00
25/01/2021,HBTR,DJJAN21,23083,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF HBTR AND HBGR WEEKLY STOCK CHECKING AMOUNT PAID ON DT:25.01.2021 AT HBTR DT:25-01-21.
",-200.00
25/01/2021,HYTR,DJJAN21,22568,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF HYTR & HYN GODOWN CLEANING PURPOSE ON DT:25/01/2021 PVT COOLI AT HYTR DT:25-01-21.
",-550.00
25/01/2021,HYTR,DJJAN21,22663,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF SANGHI HAMALIES AUTO TRAVELING CHARGES AMOUNT PURPOSE ON DT:23/01/2021 V.NO:AP29V1060 AT HYTR DT:25-01-21.
",-1200.00
25/01/2021,GPPM,DPJAN21,6033,12/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT GPPM DT:12/01/21
",-33.00
25/01/2021,GID,CRJAN21,1715,22/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:GID DT:22-01-21
",170.00
25/01/2021,PEB,CRJAN21,1330,18/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:18-01-21
",1472.00
25/01/2021,BGUB,DPJAN21,4103,08/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BGUB DT:08/01/21,-115.00
25/01/2021,HBG,DPJAN21,4667,09/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HBG DT:09/01/21,-150.00
25/01/2021,HYA,DPJAN21,8483,18/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HYA DT:18/01/21
",-50.00
25/01/2021,SSL,DPJAN21,8830,19/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT SSL DT:19/01/21
",-241.00
25/01/2021,HKGT,DPJAN21,7458,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKGT DT:16/01/21
",-411.00
25/01/2021,HMLK,DPJAN21,9022,19/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HMLK DT:19/01/21,-278.00
25/01/2021,HIUL,DPJAN21,8438,18/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HIUL DT:18/01/21
",-50.00
25/01/2021,KUKP,DPJAN21,9043,19/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT KUKP DT:19/01/21,-345.00
25/01/2021,STBN,DPJAN21,8843,19/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT STBN DT:19/01/21
",-405.00
25/01/2021,DKD,DPJAN21,8871,19/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT DKD DT:19/01/21,-591.00
25/01/2021,HMLK,DPJAN21,8286,18/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HMLK DT:18/01/21,-228.00
25/01/2021,BBG,DPJAN21,8872,19/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BBG DT:19/01/21,-250.00
25/01/2021,KUKP,DPJAN21,9529,20/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KUKP DT:20/01/21
",-396.00
25/01/2021,HKGT,DPJAN21,8881,19/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKGT DT:19/01/21
",-403.00
25/01/2021,BGKT,DPJAN21,8230,18/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT BGKT DT:18/01/21
",-494.00
25/01/2021,CDTR,DJJAN21,22572,25/01/2021,Freight Collection O.S Others,,"RECOVERY OF PVT VEH PATTA MAMULU AMT AT CDTR DT:25.01.21 VNO:1)AP04TX5554/KN5868/23.01.21/KRTR AMT RS:400:00 VNO:2)AP27X4768/AA3482/23.01.21/VZTR AMT RS:400:00 NO:3) AP02TE1551/CD3989/23.01.21/CHTR AMT RS:400:00
",1200.00
25/01/2021,BNWR,DPJAN21,7027,14/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BNWR DT:14/01/21,-765.00
25/01/2021,KTT,DPJAN21,8164,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KTT DT:16/01/21
",-40.00
25/01/2021,HYA,DPJAN21,9242,19/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HYA DT:19/01/21
",-378.00
25/01/2021,RCTR,DJJAN21,23255,25/01/2021,Freight Collection O.S Others,,"ciltd godon dt:-23/01/2021 2no of hamalis parday parherd hamalis charge for
Rs.330/-only AT RCTR DT:25-01-21.
",-660.00
25/01/2021,HIUL,DPJAN21,8439,18/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  HIUL DT:18/01/21
",-1172.00
25/01/2021,HKVD,DPJAN21,9087,19/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKVD DT:19/01/21
",-527.00
25/01/2021,HASK,DPJAN21,8564,18/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HASK DT:18/01/21
",-289.00
25/01/2021,HVPS,CRJAN21,1316,18/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HVPS DT:18-01-21
",482.00
26/01/2021,INK,DPJAN21,10677,22/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT INK DT:22/01/21
",-461.00
26/01/2021,VZM,DPJAN21,11923,25/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZM DT:25/01/21,-120.00
26/01/2021,CHTR,DJJAN21,23588,26/01/2021,Freight Collection O.S Others,,"PAYMENT OF MSB BRANCH CLEARANCE FIXED COOLI PER HEAD RS.350/ ON 23.01.21 & 25.01.21 AT CHTR DT:26-01-21.
",-2450.00
26/01/2021,NPM,DPJAN21,11105,22/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT NPM DT:22/01/21,-143.00
26/01/2021,NPM,CRJAN21,1819,22/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:NPM DT:22-01-21
",84.00
26/01/2021,RCTR,DJJAN21,23430,26/01/2021,Freight Collection O.S Others,,"ciltd godon dt:-25/01/2021 2no of hamalis parday parherd hamalis charge for
Rs.330/-only AT RCTR DT:26-01-21.
",-660.00
26/01/2021,MDR,CRJAN21,1928,23/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDR DT:23-01-21
",142.00
26/01/2021,MDR,CRJAN21,1813,22/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDR DT:22-01-21

",217.00
26/01/2021,MDR,CRJAN21,2011,25/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDR DT:25-01-21
",248.00
26/01/2021,MDR,DPJAN21,11064,22/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDR DT:22/01/21
 ",-398.00
26/01/2021,MDM,DPJAN21,11604,24/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDM DT:24/01/21
",-160.00
26/01/2021,VZCA,DPJAN21,11772,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZCA DT:25/01/21
",-1500.00
26/01/2021,VZS,DPJAN21,11231,23/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZS DT:23/01/21,-95.00
26/01/2021,MLVM,CRJAN21,1781,22/01/2021,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:MLVM DT:22-01-21,70.00
26/01/2021,NPM,CRJAN21,1948,23/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:NPM DT:23-01-21
",52.00
26/01/2021,MDR,DPJAN21,12010,25/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MDR DT:25/01/21,-92.00
26/01/2021,VZI,DPJAN21,11840,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZI DT:25/01/21
",-637.00
26/01/2021,MDM,CRJAN21,1892,24/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDM DT:24-01-21
",144.00
26/01/2021,VZCA,DPJAN21,11850,25/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZCA DT:25/01/21
",-975.00
26/01/2021,VZR,DPJAN21,11150,23/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZR DT:23/01/21,-497.00
26/01/2021,SLTR,DJJAN21,24339,26/01/2021,Freight Collection O.S Others,,"PAYMENT OF CBTR BRANCH HAMALIES LOADING AND UNLOADING CHARGES FOR 18.01.21 AT SLTR DT:26-01-21.
",-1070.00
26/01/2021,VZM,DPJAN21,11424,23/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZM DT:23/01/21,-92.00
26/01/2021,MDR,DPJAN21,11337,23/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  MDR DT:23/01/21
",-160.00
26/01/2021,INK,DPJAN21,9779,20/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT INK DT:20/01/21,-84.00
26/01/2021,MLVM,DPJAN21,10982,22/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MLVM DT:22/01/21,-80.00
27/01/2021,AAP,DPJAN21,7885,17/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT AAP DT:17/01/21
",-204.00
27/01/2021,VSN,DPJAN21,9065,19/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VSN DT:19/01/21,-68.00
27/01/2021,KOLK,DPJAN21,7635,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KOLK DT:16/01/21
",-36.00
27/01/2021,BLHS,CRJAN21,1215,16/01/2021,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:BLHS DT:16-01-21,675.00
27/01/2021,MSG,CRJAN21,1678,21/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSG DT:21-01-21
",20.00
27/01/2021,VGD,CRJAN21,1220,16/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VGD DT:16-01-21
",390.00
27/01/2021,MSG,CRJAN21,1389,18/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSG DT:18-01-21
",100.00
27/01/2021,TTB,DPJAN21,8581,18/01/2021,Freight Collection O.S Others,,"
PAYMENT OF CC AMOUNT AT TTB DT:18/01/21
 ",-666.00
27/01/2021,GTK,DPJAN21,7971,17/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GTK DT:17/01/21,-182.00
27/01/2021,VSTR,DJJAN21,24634,27/01/2021,Freight Collection O.S Others,,"PAYMENT OF WIPRO LOADING CHARGES 25/01/21 AT VSTR DT:27/01/2021.
",-1693.00
27/01/2021,PNCK,DPJAN21,7484,16/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PNCK DT:16/01/21,-450.00
27/01/2021,BDGI,DPJAN21,7653,16/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BDGI DT:16/01/21,-405.00
27/01/2021,PLMR,CRJAN21,1242,17/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PLMR DT:17-01-21
",8.00
27/01/2021,HSSN,CRJAN21,1241,16/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HSSN DT:16-01-21
",49.00
27/01/2021,VGD,CRJAN21,1466,19/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VGD DT:19-01-21
",292.00
27/01/2021,SMG,DPJAN21,7234,15/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT SMG DT:15/01/21,-221.00
27/01/2021,MSG,DPJAN21,10406,21/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSG DT:21/01/21,-119.00
27/01/2021,ANKL,DPJAN21,5051,09/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT ANKL DT:09/01/21,-280.00
27/01/2021,VLLR,DPJAN21,10388,21/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VLLR DT:21/01/21,-138.00
27/01/2021,SLTR,DJJAN21,25495,27/01/2021,Freight Collection O.S Others,,"PAYMENT OF CBTR BRANCH HAMALIES LOADING AND UNLOADING CHARGES FOR 23.01.21 TO 24.01.21 AT SLTR DT:27-01-21.
",-1011.00
27/01/2021,GID,DPJAN21,11623,24/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GID DT:24/01/21 ,-40.00
27/01/2021,GID,CRJAN21,1896,24/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:GID DT:24-01-21
",90.00
27/01/2021,MDR,DPJAN21,12586,26/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MDR DT:26/01/21
",-414.00
27/01/2021,AHAS,DPJAN21,7619,16/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT AHAS DT:16/01/21,-579.00
27/01/2021,TRVL,DPJAN21,8621,18/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT TRVL DT:18/01/21
",-54.00
27/01/2021,BLHS,DPJAN21,7691,16/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BLHS DT:16/01/21,-250.00
27/01/2021,AATR,DJJAN21,24706,27/01/2021,Freight Collection O.S Others,,"PAYMENT OF NRR AND SONS DOOR BOOKING AUTO CHARGES 13.34 KGS=150.00 AT AATR DT:27-01-21.
",-150.00
27/01/2021,VJM,DPJAN21,9816,20/01/2021,Freight Collection O.S Others,,PAYMENT OF CLOTH BALES CC CHARGES AT VJM DT:20/01/21,-57.00
27/01/2021,PVGD,DPJAN21,7543,16/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PVGD DT:16/01/21
",-282.00
27/01/2021,PVGD,CRJAN21,1234,16/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PVGD DT:16-01-21
",350.00
27/01/2021,PNPG,DPJAN21,8662,19/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PNPG DT: 19/01/2021,-150.00
27/01/2021,VGD,CRJAN21,1327,18/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VGD DT:18-01-21

",454.00
27/01/2021,PUT,DPJAN21,8126,18/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PUT DT:18/01/21
",-256.00
27/01/2021,PNPG,DPJAN21,6485,13/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PNPG DT:13/01/21,-119.00
27/01/2021,MSN,DPJAN21,9430,20/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MSN DT:20/01/21
",-245.00
27/01/2021,CDP,DPJAN21,9614,20/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:20/01/21
",-339.00
27/01/2021,AMK,CRJAN21,1575,20/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:AMK DT:20-01-21
",30.00
27/01/2021,CDP,DPJAN21,9619,20/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CDP DT:20/01/21
",-30.00
27/01/2021,CDTR,DJJAN21,24769,27/01/2021,Freight Collection O.S Others,,"RECOVERY OF PVT VEH PATTA MAMULU AMT AT CDTR DT:27.01.21 VNO:1)AP04UB1405/AA3584/25.01.21/VZTR AMT RS:400:00 VNO:2)AP04TU4079/CD4007/24.01.21/CHTR AMT RS:400:00 VNO:3)AP04X1188/CD4033/26.01.21/CHTR AMT RS:200
",1000.00
27/01/2021,CHTR,DJJAN21,25569,27/01/2021,Freight Collection O.S Others,,"PAYMENT OF MSB BRANCH CLEARANCE FIXED COOLI PER HEAD RS.350/ ON 27.01.21(NIGHT) FORM AT CHTR DT:27-01-21.
",-1400.00
27/01/2021,MSG,DPJAN21,8670,18/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MSG DT:18/01/21,-210.00
27/01/2021,MSN,CRJAN21,1551,20/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSN DT:20-01-21
",6.00
27/01/2021,PVGD,DPJAN21,7372,15/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PVGD DT:15/01/21
",-384.00
27/01/2021,NARP,DPJAN21,7882,17/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT NARP DT:17/01/21
",-102.00
27/01/2021,PNPG,DPJAN21,7215,15/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PNPG DT:15/01/21,-149.00
27/01/2021,BLHS,CRJAN21,1313,18/01/2021,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:BLHS DT:18-01-21,640.00
27/01/2021,PVGD,CRJAN21,1178,15/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PVGD DT:15-01-21
",90.00
27/01/2021,YGTL,CRJAN21,1248,17/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:YGTL DT:17-01-21
",47.00
27/01/2021,PUT,CRJAN21,1312,18/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PUT DT:18-01-21
",10.00
27/01/2021,GID,DPJAN21,11373,23/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT GID DT:23/01/21,-190.00
27/01/2021,PNCK,DPJAN21,8054,16/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PNCK DT:16/01/21,-106.00
27/01/2021,BGPL,CRJAN21,1303,18/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:BGPL DT:18-01-21
",47.00
27/01/2021,CDRR,CRJAN21,1484,19/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:CDRR DT:19-01-21
",100.00
27/01/2021,MSN,CRJAN21,1491,19/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MSN DT:19-01-21
",12.00
27/01/2021,PNPG,DPJAN21,6481,13/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PNPG DT:13/01/21,-32.00
27/01/2021,CHRI,DPJAN21,7842,17/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT CHRI DT:17/01/21
",-190.00
27/01/2021,VGD,CRJAN21,1238,17/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:VGD DT:17-01-21
",346.00
27/01/2021,AMK,DPJAN21,9278,20/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT AMK DT:20/01/21
",-102.00
27/01/2021,BLHS,DPJAN21,8255,18/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT BLHS DT:18/01/21,-250.00
