HO DATE,STATION, SERIES,VOUCHER NO,DCR DATE,ACC NAME,SUB HEAD,NARRATION,AMOUNT
06/01/2021,PUT,CRDEC20,2534,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PUT DT:29-12-20
",46.00
06/01/2021,MLVM,DPJAN21,508,02/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  MLVM DT:02/01/21,-148.00
06/01/2021,TTB,DPDEC20,16660,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  TTB DT:31/12/2020
",-756.00
06/01/2021,NPM,CRJAN21,315,04/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:NPM DT:04-01-21
",52.00
06/01/2021,MDR,CRJAN21,358,05/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDR DT:05-01-21
",240.00
06/01/2021,TTB,DPDEC20,15983,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  TTB DT:30/12/2020
",-801.00
06/01/2021,MLVM,CRDEC20,2654,30/12/2020,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:MLVM DT:30-12-20,76.00
06/01/2021,HBTR,DJJAN21,5724,06/01/2021,Freight Collection O.S Others,,"PAYMENT OF V GOURD DOOR BOOKING HAMALI AMOUNT PAID FROM DT 21.12.20 TO 31.12.20 AT HBTR DT:06-01-21.
",-4275.00
06/01/2021,KNDP,DPJAN21,1851,04/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  KNDP DT:04/01/21
",-340.00
06/01/2021,MDR,CRJAN21,278,04/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MDR DT:04-01-21
",325.00
06/01/2021,CDRR,CRJAN21,46,01/01/2021,Freight Collection O.S Others,,"recovary of cdrr branch ddc amount (o/c wb:i003132-30 dt:22.12.20 pbgt-cdrr)
",120.00
06/01/2021,DWP,CRJAN21,159,03/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:DWP DT:03-01-21
",139.00
06/01/2021,CHTR,DJJAN21,5452,06/01/2021,Freight Collection O.S Others,,"PAYMENT OF MSB BRANCH CLEARANCE FIXED COOLI PER HEAD RS.350/ ON 05.01.21 AT CHTR DT:06-01-21.
",-1050.00
06/01/2021,BLTR,DJJAN21,5650,06/01/2021,Freight Collection O.S Others,,"PAYMENT OF BLCB BRANCH LOADING CHARGES ON 06/01/21 2250*100=225 AMOUNT PAID AT BLTR DT:06-01-21.
",-225.00
06/01/2021,DRNL,DPJAN21,1919,04/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  DRNL DT:04/01/21
",-151.00
06/01/2021,RJY,DPDEC20,15995,30/12/2020,Freight Collection O.S Others,,Payment Of Cc Amount At Rjy Dt:30/12/20,-205.00
06/01/2021,BGPL,CRDEC20,2440,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:BGPL DT:28-12-20
",157.00
06/01/2021,PTP,DPDEC20,15032,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PTP DT:29/12/20,-264.00
06/01/2021,PNWG,DPDEC20,14454,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  PNWG DT:28/12/2020
",-400.00
06/01/2021,STBN,DPDEC20,13986,26/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  STBN DT:26/12/2020,-810.00
06/01/2021,SSL,CRDEC20,2331,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:SSL DT:26-12-20

",206.00
06/01/2021,DKD,DPDEC20,12697,24/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  DKD DT:24/12/2020,-912.00
06/01/2021,PNWG,DPDEC20,14484,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  PNWG DT:28/12/2020,-400.00
06/01/2021,HIUL,DPDEC20,14636,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  HIUL DT:28/12/2020
",-1814.00
06/01/2021,SSL,CRDEC20,2172,24/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:SSL DT:24-12-20

",90.00
06/01/2021,PNWG,DPDEC20,14439,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  PNWG DT:28/12/2020
",-400.00
06/01/2021,SMG,DPDEC20,11923,23/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  SMG DT:23/12/2020,-260.00
06/01/2021,DKD,DPDEC20,13856,26/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  DKD DT:26/12/2020,-538.00
06/01/2021,AHSP,DPDEC20,13207,25/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHSP DT:25/12/2020,-298.00
06/01/2021,AHSP,DPDEC20,12952,24/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHSP DT:24/12/2020,-861.00
06/01/2021,HKGT,DPDEC20,13638,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKGT DT:26/12/20
",-443.00
06/01/2021,MBNR,CRDEC20,2240,25/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MBNR DT:25-12-20
",2021.00
06/01/2021,HKBG,DPDEC20,14473,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  HKBG DT:28/12/2020
",-720.00
06/01/2021,SSL,DPDEC20,13786,26/12/2020,Freight Collection O.S Others,,Payment Of Cc Amount At Ssl Dt:26/12/20,-1001.00
06/01/2021,PKMD,CRDEC20,2230,25/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PKMD DT:25-12-20

",90.00
06/01/2021,MBNR,DPDEC20,13298,25/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MBNR DT:25/12/20
",-444.00
06/01/2021,AHSP,DPDEC20,12330,23/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHSP DT:23/12/2020,-519.00
06/01/2021,KUKP,DPDEC20,14612,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  KUKP DT:28/12/2020
",-1011.00
06/01/2021,KTT,CRDEC20,1889,21/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:KTT DT:21-12-20
",45.00
06/01/2021,HIUL,DPDEC20,13791,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  HIUL DT:26/12/2020
",-488.00
06/01/2021,MBNR,DPDEC20,13296,25/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  MBNR DT:25/12/2020
",-137.00
06/01/2021,HKGT,CRDEC20,2294,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HKGT DT:26-12-20
",32.00
06/01/2021,AHSP,DPDEC20,13281,25/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHSP DT:25/12/2020,-311.00
06/01/2021,MBNR,CRDEC20,2237,25/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MBNR DT:25-12-20
",274.00
06/01/2021,SSL,CRDEC20,2226,25/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:SSL DT:25-12-20

",47.00
06/01/2021,SSL,DPDEC20,13216,25/12/2020,Freight Collection O.S Others,,Payment Of Cc Amount At Ssl Dt:25/12/20,-377.00
06/01/2021,SSL,DPDEC20,14084,26/12/2020,Freight Collection O.S Others,,"
PAYMENT OF CC AMOUNT AT  SSL DT:26/12/2020
",-453.00
06/01/2021,KTT,DPDEC20,11714,22/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KTT DT:22/12/20
",-11.00
06/01/2021,HOG,DPDEC20,13989,26/12/2020,Freight Collection O.S Others,,cc payment of hog staff and hamali tea expenses for stock verefication purpose for the month of november 2020 on dt20/12/2020 AT HOG DT:26/12/2020,-50.00
06/01/2021,SSL,DPDEC20,12708,24/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  SSL DT:24/12/2020
",-54.00
06/01/2021,AHSP,DPDEC20,13156,25/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT AHSP DT:25/12/20,-1700.00
06/01/2021,AHSJ,DPDEC20,11829,23/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHSJ DT:23/12/2020,-60.00
06/01/2021,DKD,CRDEC20,2155,24/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:DKD DT:24-12-20
",100.00
06/01/2021,MBNR,DPDEC20,13325,25/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  MBNR DT:25/12/2020
",-893.00
06/01/2021,KPSH,DPDEC20,12602,24/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  KPSH  DT:24/12/2020,-128.00
06/01/2021,AHAS,DPDEC20,12314,23/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT AHAS DT:23/12/2020,-375.00
06/01/2021,HOG,DPDEC20,14700,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  HOG DT:28/12/2020,-496.00
06/01/2021,PNPG,DPDEC20,11138,22/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  PNPG DT:22/12/2020,-221.00
06/01/2021,AHSP,DPDEC20,14809,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHSP DT:28/12/2020,-189.00
06/01/2021,PNPG,DPDEC20,11860,23/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  PNPG DT:23/12/2020,-100.00
06/01/2021,AHSJ,DPDEC20,13096,25/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHSJ DT:25/12/2020,-93.00
06/01/2021,PGT,DPDEC20,14615,28/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  PGT DT:28/12/2020,-980.00
06/01/2021,AHSP,DPDEC20,12947,24/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHSP DT:24/12/2020,-1201.00
06/01/2021,AHAS,DPDEC20,12954,24/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHAS DT:24/12/2020,-344.00
06/01/2021,GOL,DPDEC20,15123,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  GOL DT:29/12/2020,-125.00
06/01/2021,BGPL,CRDEC20,2217,25/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:BGPL DT:25-12-20
",131.00
06/01/2021,KTT,CRDEC20,1969,22/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:KTT DT:22-12-20
",25.00
06/01/2021,AHAS,DPDEC20,14174,26/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  AHAS DT:26/12/2020,-1240.00
06/01/2021,STBN,DPDEC20,13759,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  STBN DT:26/12/2020
",-405.00
06/01/2021,SRGP,DPDEC20,13872,26/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  SRGP DT:26/12/2020,-1213.00
06/01/2021,BGPL,DPDEC20,13392,25/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  BGPL DT:25/12/2020
",-257.00
06/01/2021,CHRI,DPDEC20,14991,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  CHRI DT:29/12/2020
",-132.00
06/01/2021,CHRI,CRDEC20,2530,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:CHRI DT:29-12-20
",21.00
06/01/2021,PNPG,DPDEC20,11140,22/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  PNPG DT:22/12/2020,-10.00
06/01/2021,PKMD,CRDEC20,2319,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PKMD DT:26-12-20

",135.00
06/01/2021,PLMR,CRDEC20,2515,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PLMR DT:29-12-20
",90.00
06/01/2021,DKD,CRDEC20,2304,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:DKD DT:26-12-20

",26.00
06/01/2021,HOG,DPDEC20,13821,26/12/2020,Freight Collection O.S Others,,"cc payment of hog stock expenses for hamali for the month of november 2020 on dt 20/12/2020,AT HOG DT:26/12/2020",-241.00
06/01/2021,PNWG,DPDEC20,14571,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PNWG DT:28/12/2020 
",-400.00
06/01/2021,KPGN,DPDEC20,11934,23/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  KPGN DT:23/12/2020,-347.00
07/01/2021,STNM,DPJAN21,969,02/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  STNM DT:02/01/21
",-616.00
07/01/2021,KUKP,DPDEC20,16409,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KUKP DT:31/12/20
",-431.00
07/01/2021,HIDG,DPJAN21,163,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HIDG DT:01/01/21
",-692.00
07/01/2021,PEB,DPDEC20,16090,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PEB DT:30/12/20
",-1392.00
07/01/2021,HFNG,DPJAN21,194,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF GODOWN SEEPING CHARGES OF FOR THE MONTH OF DECEMBER-2020 AT HFNG DT:01/12/21
",-100.00
,,,,,,,"
",
07/01/2021,SRGP,DPDEC20,15970,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  SRGP DT:30/12/2020,-967.00
07/01/2021,HNGL,DPDEC20,15892,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HNGL DT:30/12/20
",-257.00
07/01/2021,SSL,CRDEC20,2740,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:SSL DT:31-12-20

",91.00
07/01/2021,HLI,DPDEC20,15768,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HLI DT:30/12/20,-240.00
07/01/2021,HYA,DPDEC20,16767,31/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HYA DT:31/12/20,-1510.00
07/01/2021,GID,CRJAN21,237,04/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:GID DT:04-01-21
",245.00
07/01/2021,VZM,DPJAN21,2846,06/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZM DT:06/01/21,-89.00
07/01/2021,HKBG,DPDEC20,16420,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKBG DT:31/12/20
",-182.00
07/01/2021,RMYP,CRDEC20,2566,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:RMYP DT:29-12-20
",140.00
07/01/2021,BLTR,DJJAN21,6616,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF BLCB BRANCH LOADING CHARGES ON:1833*100=183 PURPOSE AMOUNT PAID AT BLTR DT:07-01-21
",-183.00
07/01/2021,HIUL,DPJAN21,252,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF SWEEPER CHARGES AT HIUL DT:01/1/21
",-50.00
07/01/2021,STNM,CRJAN21,144,02/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:STNM DT:02-01-21
",870.00
07/01/2021,HOG,DPJAN21,314,01/01/2021,Freight Collection O.S Others,,Payment Of Sweeper Charges For The Month Of Dec-20 At Hog Dt:01/01/21,-300.00
07/01/2021,HKVD,DPDEC20,16002,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKVD DT:30/12/20
",-981.00
07/01/2021,HMLK,DPDEC20,16006,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HMLK DT:30/12/20
",-250.00
07/01/2021,HIUL,DPJAN21,249,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HIUL DT:01/01/21
",-740.00
07/01/2021,VZR,DPJAN21,2129,05/01/2021,Freight Collection O.S Others,,Payment Of Cc Amount At Vzr Dt:05/01/21,-965.00
07/01/2021,RJY,DPJAN21,287,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  RJY DT:01/01/21
",-373.00
07/01/2021,CHTR,DJJAN21,6484,07/01/2021,Freight Collection O.S Others,,PAYMENT OF MSB BRANCH CLEARANCE FIXED COOLI PER HEAD RS.350/ ON 06.01.21 (NIGHT) AT CHTR DT:07-01-21. ,-1050.00
07/01/2021,HVPS,CRDEC20,2627,30/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HVPS DT:30-12-20
",484.00
07/01/2021,STBN,DPDEC20,16391,31/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  STBN DT:31/12/2020,-405.00
07/01/2021,HMLK,DPDEC20,16007,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HMLK DT:30/12/20
",-591.00
07/01/2021,HIDG,DPDEC20,15868,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HIDG DT:30/12/20
",-916.00
07/01/2021,HYA,DPDEC20,16768,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HYA DT:31/12/2020
",-50.00
07/01/2021,HYTR,DJJAN21,6702,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF HYTR AND HYN GODOWN CLEANING PURPOSE ON DT:07/01/2021 AT HYTR DT:07-01-21.
",-550.00
07/01/2021,DKD,DPDEC20,16013,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  DKD DT:30/12/2020,-468.00
07/01/2021,VZM,DPJAN21,2807,06/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZM DT:06/01/21,-118.00
07/01/2021,MKL,CRDEC20,2542,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:MKL DT:29-12-20
",14.00
07/01/2021,DKD,CRDEC20,2642,30/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:DKD DT:30-12-20
",3.00
07/01/2021,STNM,CRJAN21,92,01/01/2021,Freight Collection O.S Others,,RECOVERY OF CC AMOUNT AT:STNM DT:01-01-21,305.00
07/01/2021,GRZ,CRJAN21,134,02/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:GRZ DT:02-01-21
",112.00
07/01/2021,VZR,DPJAN21,2905,06/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT VZR DT:06/01/21
",-520.00
07/01/2021,HVPS,CRJAN21,54,01/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HVPS DT:01-01-21
",244.00
07/01/2021,HNGL,DPDEC20,16524,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HNGL DT:31/12/20
",-169.00
07/01/2021,HVPS,CRDEC20,2720,31/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HVPS DT:31-12-20
",359.00
07/01/2021,STBN,DPDEC20,15496,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  STBN DT:29/12/2020,-930.00
07/01/2021,STBN,DPDEC20,16108,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT STBN DT:30/12/20
",-672.00
07/01/2021,VZI,DPJAN21,2804,06/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT VZI DT:06/01/21,-533.00
07/01/2021,HYTR,DJJAN21,6667,07/01/2021,Freight Collection O.S Others,,"CC PAYMENT OF HOG BRANCH LOADING AND UNLOADING CHARGES PURPOSE ON DT:05/01/2021 AT HYTR DT:07-01-21.
",-1869.00
07/01/2021,HYTR,DJJAN21,6672,07/01/2021,Freight Collection O.S Others,,"CC PAYMENT OF HOG BRANCH LOADING & UNLOADING CHARGES PURPOSE ON DT:06/01/2021 AT HYTR DT:07-01-21.
",-1677.00
07/01/2021,NLTR,DJJAN21,7329,07/01/2021,Freight Collection O.S Others,,"NLTR LOADING AND UNLOADING HAMALIS MONTHLY COMMISSION FOR THE MONTH OF DEC20 AT NLTR DT:07-01-21.
",-4444.00
07/01/2021,HFNG,DPJAN21,207,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF HAMAALI SALARY AMOUNT FOR THE MONTH OF DECEMBER-2020.AT HFNG DT:01-01-2021
",-1216.00
07/01/2021,HKBG,DPJAN21,139,01/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HKBG DT:01/01/21,-250.00
07/01/2021,PGT,DPDEC20,16529,31/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PGT DT:31/12/20,-171.00
07/01/2021,BBG,DPDEC20,16087,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  BBG DT:30/12/2020,-152.00
07/01/2021,HYA,DPDEC20,16109,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HYA DT:30/12/20,-574.00
07/01/2021,STNM,DPJAN21,391,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  STNM DT:01/01/21


",-572.00
07/01/2021,RCTR,DJJAN21,7141,07/01/2021,Freight Collection O.S Others,,"ciltd godon dt:-06/01/2021 2no of hamalis parday parherd hamalis charge for
Rs.330/-only AT RCTR DT:07-01-21

",-660.00
07/01/2021,PEB,DPDEC20,16382,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PEB DT:31/12/20
",-106.00
07/01/2021,SSL,DPDEC20,15833,30/12/2020,Freight Collection O.S Others,,Payment Of Cc Amount At Ssl Dt:30/12/20,-130.00
07/01/2021,STBN,DPDEC20,16096,30/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT STBN DT:30/12/20
",-405.00
07/01/2021,KALR,DPJAN21,1726,04/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT KALR DT:04/01/21,-1710.00
07/01/2021,VZCA,DPJAN21,2717,06/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  VZCA DT:06/01/21
",-1500.00
07/01/2021,KALR,CRJAN21,250,04/01/2021,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:KALR DT:04-01-21

",172.00
07/01/2021,BBG,DPJAN21,61,01/01/2021,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  BBG DT:01/01/21
",-100.00
07/01/2021,ECD,DPDEC20,15834,30/12/2020,Freight Collection O.S Others,,Payment Of Cc Amount At Ecd Dt:30/12/20,-104.00
07/01/2021,HIDG,DPJAN21,159,01/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT HIDG DT:01/01/21,-250.00
07/01/2021,ECD,CRDEC20,2625,30/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:ECD DT:30-12-20
",61.00
07/01/2021,RMYP,CRDEC20,2630,30/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:RMYP DT:30-12-20

",243.00
07/01/2021,PGT,DPDEC20,15907,30/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PGT DT:30/12/20,-256.00
07/01/2021,SSL,DPDEC20,16416,31/12/2020,Freight Collection O.S Others,,Payment Of Cc  Amount At Ssl Dt:31/12/20,-407.00
07/01/2021,PGT,DPJAN21,227,01/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT PGT DT:01/01/21,-125.00
07/01/2021,KTT,DPDEC20,14946,28/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT KTT DT:28/12/2020
",-133.00
07/01/2021,KTT,CRDEC20,2479,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:KTT DT:28-12-20
",205.00
07/01/2021,HVPS,CRDEC20,2512,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:HVPS DT:29-12-20
",633.00
07/01/2021,RMYP,CRDEC20,2337,26/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:RMYP DT:26-12-20
     
",190.00
07/01/2021,SSL,DPDEC20,15025,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  SSL DT:29/12/2020
",-97.00
07/01/2021,DKD,CRDEC20,2497,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:DKD DT:29-12-20
",20.00
07/01/2021,PEB,DPDEC20,14015,26/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT PEB DT:26/12/20
 ",-319.00
07/01/2021,HNGL,DPDEC20,15238,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HNGL DT:29/12/20
",-49.00
07/01/2021,GDG,DPDEC20,15239,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  GDG DT:29/12/2020,-190.00
07/01/2021,BBG,DPDEC20,15275,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  BBG DT:29/12/2020,-436.00
07/01/2021,HFNG,DPDEC20,15284,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  HFNG Dt:29/12/20
",-500.00
07/01/2021,PEB,CRDEC20,2430,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:PEB DT:28-12-20
",1668.00
07/01/2021,STBN,DPDEC20,15222,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT  STBN DT:29/12/2020
",-405.00
07/01/2021,MBNR,DPDEC20,15291,29/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT MBNR DT:29/12/20
",-301.00
07/01/2021,SSL,CRDEC20,2520,29/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:SSL DT:29-12-20

",99.00
07/01/2021,RMYP,CRDEC20,2419,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:RMYP DT:28-12-20
",230.00
07/01/2021,SSL,CRDEC20,2426,28/12/2020,Freight Collection O.S Others,,"RECOVERY OF CC AMOUNT AT:SSL DT:28-12-20

",466.00
07/01/2021,BBG,DPJAN21,204,01/01/2021,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  BBG DT:01/01/21,-504.00
07/01/2021,SLTR,DJJAN21,6440,07/01/2021,Freight Collection O.S Others,,"PAYMENT OF DMPR BRANCH HAMALIES LOADING AND UNLOADING CHARGES FOR THE MONTH OF DEC20(01.12.20 TO 31.12.20)AT SLTR DT:07-01-21.
",-1939.00
07/01/2021,SRGP,DPDEC20,16605,31/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT  SRGP DT:31/12/2020,-1294.00
07/01/2021,MKL,DPDEC20,15498,29/12/2020,Freight Collection O.S Others,,PAYMENT OF CC AMOUNT AT MKL DT:29/12/20,-92.00
07/01/2021,HKVD,DPDEC20,16663,31/12/2020,Freight Collection O.S Others,,"PAYMENT OF CC AMOUNT AT HKVD DT:31/12/20
",-880.00
